"Player","Pos","Year","Week","Team","Opponent Abbrev","Date","Game ID","H/A","OT","Team Score","Opponent Score","Spread","Over/Under","Implied Points","Actual Margin","Indoor/Outdoor","Surface","Weather","Temperature","Wind","Pass Att","Pass Cmp","Pass Yds","Pass TD","Pass Int","Pass Lng","Pass Rate","Pass Sk","Pass Sk Yds","Rush Att","Rush Yds","Rush TD","Rush Lng","Rec Tgt","Rec Rec","Rec Yds","Rec TD","Rec Lng","Fmb","FL","2PT","Kick Ret","Kick Yds","Kick TD","Kick Lng","Kick YPR","Punt Ret","Punt Yds","Punt TD","Punt Lng","Punt YPR","Short L Tgt","Short L Ctch","Short L Yds","Short L TD","Short M Tgt","Short M Ctch","Short M Yds","Short M TD","Short R Tgt","Short R Ctch","Short R Yds","Short R TD","Deep L Tgt","Deep L Ctch","Deep L Yds","Deep L TD","Deep M Tgt","Deep M Ctch","Deep M Yds","Deep M TD","Deep R Tgt","Deep R Ctch","Deep R Yds","Deep R TD","No Dir Tgt","No Dir Ctch","No Dir Yds","No Dir TD","Off Num","Off Pct","Def Num","Def Pct","ST Num","ST Pct","DKP","DKSalary","FDP","FDSalary","DK_Total_FP","FD_Total_FP","YH_Total_FP","Sk","Int","Int TD","FF","FR","Fum TD","QBHits","TFL","Oppt Int TD","Oppt Fum TD","Oppt Punt TD","Oppt Kick TD","FGM","FGA","FG 0-19","FG 20-29","FG 30-39","FG 40-49","FG 50+","XPM","XPA","Pnt","Yds","Y/P"
"Nelson Agholor","WR",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,1,1,15,0,0,15,118.7,0,0,1,16,0,16,10,8,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,26,0,0,0,0,0,4,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"94%",0,"0%",0,"0%",13.5,5900,9.5,5900,13.5,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jay Ajayi","RB",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,15,62,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"40%",0,"0%",0,"0%",20.2,5500,20.2,6400,18.2,18.2,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corey Clement","RB",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,5,26,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"18%",0,"0%",19,"70%",2.6,3600,2.6,5000,2.6,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darren Sproles","RB",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,5,10,0,5,7,4,22,0,9,0,0,0,0,0,0,0,0,3,29,0,12,9.7,2,1,4,0,1,1,3,0,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"40%",0,"0%",6,"22%",7.2,3800,5.2,4600,7.2,5.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zach Ertz","TE",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,48,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,1,1,18,0,6,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,"97%",0,"0%",0,"0%",9.8,6600,7.3,6600,9.8,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeAndre Carter","WR",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"74%",0,"0%",0,"0%",2,3000,1.5,4500,2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas Goedert","TE",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17,"24%",0,"0%",6,"22%",1.4,3000,0.9,4000,1.4,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Wallace","WR",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,66,"92%",0,"0%",0,"0%",0,4200,0,5300,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shelton Gibson","WR",2018,1,"PHI","ATL",2018-09-06,"201809060phi","H","",18,12,-1,44.5,22.75,-6,"outdoors","grass ","81 degrees, wind 8 mph",81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,30,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"6%",0,"0%",22,"81%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deshaun Watson","QB",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,34,17,176,1,1,27,62.9,3,18,8,40,0,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,"100%",0,"0%",0,"0%",13.04,6700,12.04,8200,12.04,11.04,12.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamar Miller","RB",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,20,98,0,31,2,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"77%",0,"0%",0,"0%",11.9,5200,11.4,6500,11.9,11.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alfred Blue","RB",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,5,36,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"14%",0,"0%",23,"72%",9.6,4000,9.6,5000,9.6,9.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bruce Ellington","WR",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,37,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,32,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,"88%",0,"0%",0,"0%",13.7,3400,11.7,4600,13.7,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Thomas","TE",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"19%",0,"0%",4,"12%",3.7,2500,3.2,4000,3.7,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Ervin","RB",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,12,0,0,0,5,156,0,36,31.2,2,20,0,11,10,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"9%",0,"0%",12,"38%",2.2,3000,1.7,4500,2.2,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Akins","TE",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"50%",0,"0%",6,"19%",3.1,2500,2.1,4000,3.1,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sammie Coates","WR",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"8%",0,"0%",11,"34%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Griffin","TE",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,63,"85%",0,"0%",10,"31%",0,2800,0,4700,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vyncint Smith","WR",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,37,"50%",0,"0%",0,"0%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeAndre Hopkins","WR",2018,1,"HOU","NWE",2018-09-09,"201809090nwe","A","",20,27,6,49.5,21.75,7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,1,-7,0,-7,11,8,78,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,5,5,55,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,73,"99%",0,"0%",0,"0%",15.1,8300,11.1,8800,15.1,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tom Brady","QB",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,39,26,277,3,1,30,102.2,2,10,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,"100%",0,"0%",0,"0%",22.28,7200,22.28,8600,21.28,21.28,22.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rex Burkhead","RB",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,18,64,0,12,3,1,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,"51%",0,"0%",11,"34%",7.9,4200,7.4,6300,7.9,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeremy Hill","RB",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,4,25,0,11,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"16%",0,"0%",6,"19%",4.1,3300,3.6,4600,4.1,3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James White","RB",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,5,18,0,11,9,4,38,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,4,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"48%",0,"0%",0,"0%",15.6,4000,13.6,5500,15.6,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordarrelle Patterson","WR",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,3,13,0,10,1,1,6,0,6,0,0,0,1,19,0,19,19,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"21%",0,"0%",5,"16%",2.9,3500,2.4,4600,2.9,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rob Gronkowski","TE",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,123,1,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,3,2,12,0,1,1,21,1,2,2,47,0,1,1,30,0,0,0,0,0,75,"100%",1,"1%",0,"0%",27.3,6900,19.8,7900,27.3,19.8,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phillip Dorsett","WR",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,66,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,42,1,0,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"76%",0,"0%",0,"0%",19.6,3700,16.1,5900,19.6,16.1,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Develin","FB",2018,1,"NWE","HOU",2018-09-09,"201809090nwe","H","",27,20,-6,49.5,27.75,-7,"outdoors","fieldturf ","62 degrees, wind 10 mph",62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"47%",0,"0%",9,"28%",6.2,3000,4.2,4500,6.2,4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
