"Player","Pos","Year","Week","Team","Opponent Abbrev","Date","Game ID","H/A","OT","Team Score","Opponent Score","Spread","Over/Under","Implied Points","Actual Margin","Indoor/Outdoor","Surface","Weather","Temperature","Wind","Pass Att","Pass Cmp","Pass Yds","Pass TD","Pass Int","Pass Lng","Pass Rate","Pass Sk","Pass Sk Yds","Rush Att","Rush Yds","Rush TD","Rush Lng","Rec Tgt","Rec Rec","Rec Yds","Rec TD","Rec Lng","Fmb","FL","2PT","Kick Ret","Kick Yds","Kick TD","Kick Lng","Kick YPR","Punt Ret","Punt Yds","Punt TD","Punt Lng","Punt YPR","Short L Tgt","Short L Ctch","Short L Yds","Short L TD","Short M Tgt","Short M Ctch","Short M Yds","Short M TD","Short R Tgt","Short R Ctch","Short R Yds","Short R TD","Deep L Tgt","Deep L Ctch","Deep L Yds","Deep L TD","Deep M Tgt","Deep M Ctch","Deep M Yds","Deep M TD","Deep R Tgt","Deep R Ctch","Deep R Yds","Deep R TD","No Dir Tgt","No Dir Ctch","No Dir Yds","No Dir TD","Off Num","Off Pct","Def Num","Def Pct","ST Num","ST Pct","DKP","DKSalary","FDP","FDSalary","DK_Total_FP","FD_Total_FP","YH_Total_FP","Sk","Int","Int TD","FF","FR","Fum TD","QBHits","TFL","Oppt Int TD","Oppt Fum TD","Oppt Punt TD","Oppt Kick TD","FGM","FGA","FG 0-19","FG 20-29","FG 30-39","FG 40-49","FG 50+","XPM","XPA","Pnt","Yds","Y/P"
"Logan Thomas","TE",2018,2,"BUF","LAC",2018-09-16,"201809160buf","H","",20,31,7.5,41.5,17,11,"outdoors","a_turf","83 degrees, wind 6 mph",83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"31%",0,"0%",16,"53%",1.7,2500,1.2,4400,1.7,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Holmes","WR",2018,2,"BUF","LAC",2018-09-16,"201809160buf","H","",20,31,7.5,41.5,17,11,"outdoors","a_turf","83 degrees, wind 6 mph",83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,"58%",0,"0%",21,"70%",0,3200,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cam Newton","QB",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,45,32,335,3,1,51,105.3,2,17,5,42,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"100%",0,"0%",0,"0%",31.6,6600,28.6,8200,30.6,27.6,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian McCaffrey","RB",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,8,37,0,11,15,14,102,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,28,0,4,4,34,0,7,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"94%",0,"0%",0,"0%",30.9,7000,20.9,7400,30.9,20.9,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJ Anderson","RB",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,3,31,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"12%",0,"0%",1,"4%",3.1,3900,3.1,5300,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Moore","WR",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,7,0,7,2,1,51,1,51,0,0,0,1,26,0,26,26,2,9,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,51,1,0,0,0,0,0,0,0,0,17,"25%",0,"0%",19,"68%",12.8,4000,12.3,5100,12.8,12.3,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alex Armah","RB",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"4%",0,"0%",14,"50%",0.4,3000,0.4,4500,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Funchess","WR",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,77,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,0,2,2,28,0,2,1,1,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"99%",0,"0%",0,"0%",14.7,4700,11.2,6000,14.7,11.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarius Wright","WR",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,62,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,28,1,2,1,12,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,44,"66%",0,"0%",0,"0%",17.2,3800,14.7,4500,17.2,14.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torrey Smith","WR",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,33,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,1,2,2,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,"87%",0,"0%",0,"0%",12.3,3500,10.8,4900,12.3,10.8,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ian Thomas","TE",2018,2,"CAR","ATL",2018-09-16,"201809160atl","A","",24,31,5.5,44,19.25,7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,"94%",0,"0%",0,"0%",3,2900,2,4000,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Ryan","QB",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,28,23,272,2,1,30,116.1,0,0,4,18,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"98%",0,"0%",0,"0%",31.68,5700,31.68,7100,30.68,30.68,31.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tevin Coleman","RB",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,16,107,0,36,4,4,18,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,1,5,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"63%",0,"0%",0,"0%",19.5,5300,14.5,5900,19.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ito Smith","RB",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,9,46,0,18,1,1,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"30%",0,"0%",0,"0%",6.4,3000,5.9,4500,6.4,5.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calvin Ridley","WR",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,3,0,3,5,4,64,1,22,0,0,0,2,50,0,32,25,0,0,0,0,0,1,0,0,0,1,1,22,0,3,3,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"56%",0,"0%",4,"14%",16.7,3700,14.7,5000,16.7,14.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Julio Jones","WR",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,64,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,3,2,21,0,2,1,30,0,2,0,0,0,0,0,0,0,0,0,0,0,48,"76%",0,"0%",1,"4%",11.4,8400,8.9,8500,11.4,8.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Hooper","TE",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,59,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,2,2,15,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"84%",0,"0%",6,"21%",16.9,2900,14.4,4800,16.9,14.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Hall","WR",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"14%",0,"0%",18,"64%",4,3000,3.5,4500,4,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Logan Paulsen","TE",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"46%",0,"0%",10,"36%",2,2500,1.5,4100,2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Schaub","QB",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2%",0,"0%",0,"0%",0,4000,0,6000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohamed Sanu","WR",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,-4,0,-4,2,2,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"76%",0,"0%",1,"4%",3.5,4000,2.5,5500,3.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Hardy","WR",2018,2,"ATL","CAR",2018-09-16,"201809160atl","H","",31,24,-5.5,44,24.75,-7,"dome","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"22%",0,"0%",9,"32%",0,3000,0,4600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Stafford","QB",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,53,34,347,3,0,67,101.7,2,18,1,8,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,"100%",0,"0%",0,"0%",28.68,6100,24.68,7700,28.68,24.68,24.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerryon Johnson","RB",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,8,43,0,21,6,5,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,1,1,3,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"47%",0,"0%",0,"0%",11.6,4200,9.1,6100,11.6,9.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeGarrette Blount","RB",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,8,38,0,13,1,1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"22%",0,"0%",0,"0%",4.5,4500,4,5300,4.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Tate","WR",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,1,9,0,9,13,7,109,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,5,2,14,0,5,3,19,0,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"84%",0,"0%",0,"0%",21.8,6500,15.3,7100,21.8,15.3,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenny Golladay","WR",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,89,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,58,1,0,0,0,0,2,1,10,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,71,"92%",0,"0%",0,"0%",20.9,4800,17.9,5700,20.9,17.9,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Jones","WR",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,54,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,31,0,1,0,0,0,1,1,5,1,3,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,77,"100%",0,"0%",0,"0%",15.4,6200,13.4,6800,15.4,13.4,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theo Riddick","RB",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,47,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,3,2,9,0,6,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"36%",0,"0%",0,"0%",13.7,4000,9.2,5400,13.7,9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Roberts","TE",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"9%",0,"0%",7,"21%",8.5,2500,8,4200,8.5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luke Willson","TE",2018,2,"DET","SFO",2018-09-16,"201809160sfo","A","",27,30,49,48.5,-0.25,3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"52%",0,"0%",12,"35%",2.3,3000,1.8,4500,2.3,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jimmy Garoppolo","QB",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,26,18,206,2,0,35,118.4,6,50,3,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"100%",0,"0%",0,"0%",16.64,6000,16.64,7300,16.64,16.64,16.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Breida","RB",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,11,138,1,66,4,3,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,8,0,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"39%",0,"0%",5,"15%",27.9,4800,23.4,6100,27.9,23.4,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alfred Morris","RB",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,14,48,0,9,2,2,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"48%",0,"0%",0,"0%",10,3600,9,5800,10,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierre Garcon","WR",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,57,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,49,"77%",0,"0%",0,"0%",9.7,5000,7.7,5600,9.7,7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dante Pettis","WR",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,0,35,0,0,0,0,0,0,0,0,2,14,0,14,7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"88%",0,"0%",2,"6%",4.5,4000,4,4500,4.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Celek","TE",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"47%",0,"0%",16,"47%",10.2,2600,9.2,4700,10.2,9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Kittle","TE",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"78%",0,"0%",0,"0%",4.2,3800,3.2,5600,4.2,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Juszczyk","FB",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"62%",0,"0%",5,"15%",4.3,3200,2.8,4500,4.3,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kendrick Bourne","WR",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"16%",0,"0%",0,"0%",7.4,3000,6.9,4500,7.4,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trent Taylor","WR",2018,2,"SFO","DET",2018-09-16,"201809160sfo","H","",30,27,-49,48.5,48.75,-3,"outdoors","grass","73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,15,0,15,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"25%",0,"0%",4,"12%",0,3900,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
