"Player","Pos","Year","Week","Team","Opponent Abbrev","Date","Game ID","H/A","OT","Team Score","Opponent Score","Spread","Over/Under","Implied Points","Actual Margin","Indoor/Outdoor","Surface","Weather","Temperature","Wind","Pass Att","Pass Cmp","Pass Yds","Pass TD","Pass Int","Pass Lng","Pass Rate","Pass Sk","Pass Sk Yds","Rush Att","Rush Yds","Rush TD","Rush Lng","Rec Tgt","Rec Rec","Rec Yds","Rec TD","Rec Lng","Fmb","FL","2PT","Kick Ret","Kick Yds","Kick TD","Kick Lng","Kick YPR","Punt Ret","Punt Yds","Punt TD","Punt Lng","Punt YPR","Short L Tgt","Short L Ctch","Short L Yds","Short L TD","Short M Tgt","Short M Ctch","Short M Yds","Short M TD","Short R Tgt","Short R Ctch","Short R Yds","Short R TD","Deep L Tgt","Deep L Ctch","Deep L Yds","Deep L TD","Deep M Tgt","Deep M Ctch","Deep M Yds","Deep M TD","Deep R Tgt","Deep R Ctch","Deep R Yds","Deep R TD","No Dir Tgt","No Dir Ctch","No Dir Yds","No Dir TD","Off Num","Off Pct","Def Num","Def Pct","ST Num","ST Pct","DKP","DKSalary","FDP","FDSalary","DK_Total_FP","FD_Total_FP","YH_Total_FP","Sk","Int","Int TD","FF","FR","Fum TD","QBHits","TFL","Oppt Int TD","Oppt Fum TD","Oppt Punt TD","Oppt Kick TD","FGM","FGA","FG 0-19","FG 20-29","FG 30-39","FG 40-49","FG 50+","XPM","XPA","Pnt","Yds","Y/P"
"Robert Tonyan","TE",2019,3,"GNB","DEN",2019-09-22,"201909220gnb","H","",27,16,-7,42,24.5,-11,"outdoors","grass","69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"28%",0,"0%",14,"54%",1.4,2500,0.9,4000,1.4,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jimmy Graham","TE",2019,3,"GNB","DEN",2019-09-22,"201909220gnb","H","",27,16,-7,42,24.5,-11,"outdoors","grass","69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"41%",0,"0%",0,"0%",0,4000,0,4900,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geronimo Allison","WR",2019,3,"GNB","DEN",2019-09-22,"201909220gnb","H","",27,16,-7,42,24.5,-11,"outdoors","grass","69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"48%",0,"0%",4,"15%",0.9,4800,0.4,5200,0.9,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Rosen","QB",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,39,18,200,0,0,40,61.9,3,18,3,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"93%",0,"0%",0,"0%",9.3,4500,9.3,6000,9.3,9.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Fitzpatrick","QB",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,2,2,29,0,0,25,118.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"7%",0,"0%",0,"0%",1.16,4500,1.16,6100,1.16,1.16,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenyan Drake","RB",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,12,38,0,8,6,3,34,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"66%",0,"0%",0,"0%",9.2,4500,6.7,5300,9.2,6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalen Ballage","RB",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,8,17,0,6,3,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"33%",0,"0%",12,"43%",3.7,4100,3.2,4900,3.7,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakeem Grant","WR",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,4,0,4,7,4,27,0,10,1,0,0,1,26,0,26,26,2,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"63%",0,"0%",9,"32%",7.1,3500,5.1,4500,7.1,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Preston Williams","WR",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,68,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"96%",0,"0%",8,"29%",10.8,3700,8.8,5100,10.8,8.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVante Parker","WR",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,56,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"96%",0,"0%",0,"0%",8.6,4000,7.1,4800,8.6,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nick O'Leary","TE",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"39%",0,"0%",0,"0%",2.9,2500,2.4,4000,2.9,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Gesicki","TE",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"43%",0,"0%",0,"0%",3.9,2600,2.4,4600,3.9,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen Hurns","WR",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"7%",0,"0%",0,"0%",1.6,3000,1.1,4500,1.6,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham Smythe","TE",2019,3,"MIA","DAL",2019-09-22,"201909220dal","A","",6,31,22,46.5,12.25,25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"56%",0,"0%",17,"61%",0,2600,0,4000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dak Prescott","QB",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,32,19,246,2,1,37,91.4,1,5,2,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,"100%",0,"0%",0,"0%",23.54,6500,23.54,8400,22.54,22.54,23.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezekiel Elliott","RB",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,19,125,0,18,3,2,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"67%",0,"0%",0,"0%",18.9,8900,14.9,8800,18.9,14.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tony Pollard","RB",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,13,103,1,28,3,3,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"32%",0,"0%",7,"25%",24.8,3800,20.3,5000,24.8,20.3,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amari Cooper","WR",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,88,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,"85%",0,"0%",0,"0%",26.8,7500,23.8,7700,26.8,23.8,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jason Witten","TE",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,54,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"51%",0,"0%",6,"21%",8.4,3700,6.9,5000,8.4,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Smith","WR",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,39,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"92%",0,"0%",0,"0%",5.9,3400,4.9,5200,5.9,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randall Cobb","WR",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"74%",0,"0%",1,"4%",4.3,4600,3.3,5300,4.3,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blake Jarwin","TE",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"49%",0,"0%",7,"25%",1.3,2900,0.8,4500,1.3,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cedrick Wilson","WR",2019,3,"DAL","MIA",2019-09-22,"201909220dal","H","",31,6,-22,46.5,34.25,-25,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"19%",0,"0%",9,"32%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Ryan","QB",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,34,29,304,3,1,34,121.1,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"100%",0,"0%",0,"0%",26.46,5700,23.46,7800,25.46,22.46,23.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devonta Freeman","RB",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,16,88,0,28,4,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,"90%",0,"0%",0,"0%",12.5,4900,11,6200,12.5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohamed Sanu","WR",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,2,0,2,6,6,75,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"82%",0,"0%",0,"0%",13.7,3900,10.7,5300,13.7,10.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Julio Jones","WR",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,128,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"75%",0,"0%",0,"0%",29.8,7300,22.8,8300,29.8,22.8,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Hooper","TE",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,66,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"88%",0,"0%",0,"0%",24.6,3600,21.6,5800,24.6,21.6,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luke Stocker","TE",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"38%",0,"0%",11,"50%",4.2,2500,2.7,4000,4.2,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Hardy","WR",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"8%",0,"0%",7,"32%",1.6,3000,1.1,4500,1.6,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calvin Ridley","WR",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"75%",0,"0%",0,"0%",1.6,5300,1.1,6500,1.6,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenjon Barner","RB",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,2,45,0,28,22.5,1,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"5%",0,"0%",7,"32%",1.4,3000,0.9,4500,1.4,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ito Smith","RB",2019,3,"ATL","IND",2019-09-22,"201909220clt","A","",24,27,1,48,23.5,3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"5%",0,"0%",0,"0%",0,3700,0,5300,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacoby Brissett","QB",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,37,28,310,2,0,35,118.1,1,10,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"100%",0,"0%",0,"0%",23.8,5200,20.8,6800,23.8,20.8,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marlon Mack","RB",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,16,74,1,26,3,2,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"61%",0,"0%",0,"0%",16.8,5800,15.8,7000,16.8,15.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyheim Hines","RB",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,2,3,0,2,4,3,26,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"27%",0,"0%",0,"0%",5.9,3400,4.4,4800,5.9,4.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TY Hilton","WR",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,65,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"52%",0,"0%",0,"0%",20.5,6400,16.5,7400,20.5,16.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zach Pascal","WR",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,53,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"45%",0,"0%",7,"32%",13.3,3000,12.3,4500,13.3,12.3,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Ebron","TE",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"52%",0,"0%",0,"0%",7.7,3800,6.2,5700,7.7,6.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jack Doyle","TE",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,46,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"69%",0,"0%",0,"0%",8.6,3000,6.6,5200,8.6,6.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mo Alie-Cox","TE",2019,3,"IND","ATL",2019-09-22,"201909220clt","H","",27,24,-1,48,24.5,-3,"retractable roof (closed)","fieldturf","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,25,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"37%",0,"0%",10,"45%",4.5,2500,3.5,4000,4.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
