"Player","Pos","Year","Week","Team","Opponent Abbrev","Date","Game ID","H/A","OT","Team Score","Opponent Score","Spread","Over/Under","Implied Points","Actual Margin","Indoor/Outdoor","Surface","Weather","Temperature","Wind","Pass Att","Pass Cmp","Pass Yds","Pass TD","Pass Int","Pass Lng","Pass Rate","Pass Sk","Pass Sk Yds","Rush Att","Rush Yds","Rush TD","Rush Lng","Rec Tgt","Rec Rec","Rec Yds","Rec TD","Rec Lng","Fmb","FL","2PT","Kick Ret","Kick Yds","Kick TD","Kick Lng","Kick YPR","Punt Ret","Punt Yds","Punt TD","Punt Lng","Punt YPR","Short L Tgt","Short L Ctch","Short L Yds","Short L TD","Short M Tgt","Short M Ctch","Short M Yds","Short M TD","Short R Tgt","Short R Ctch","Short R Yds","Short R TD","Deep L Tgt","Deep L Ctch","Deep L Yds","Deep L TD","Deep M Tgt","Deep M Ctch","Deep M Yds","Deep M TD","Deep R Tgt","Deep R Ctch","Deep R Yds","Deep R TD","No Dir Tgt","No Dir Ctch","No Dir Yds","No Dir TD","Off Num","Off Pct","Def Num","Def Pct","ST Num","ST Pct","DKP","DKSalary","FDP","FDSalary","DK_Total_FP","FD_Total_FP","YH_Total_FP","Sk","Int","Int TD","FF","FR","Fum TD","QBHits","TFL","Oppt Int TD","Oppt Fum TD","Oppt Punt TD","Oppt Kick TD","FGM","FGA","FG 0-19","FG 20-29","FG 30-39","FG 40-49","FG 50+","XPM","XPA","Pnt","Yds","Y/P"
"Mike Davis","RB",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,5,19,0,8,7,6,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"56%",0,"0%",8,"32%",9.6,3500,6.6,4900,9.6,6.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Montgomery","RB",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,6,18,0,6,1,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"38%",0,"0%",0,"0%",5.5,5200,5,6400,5.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen Robinson","WR",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,102,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"96%",0,"0%",0,"0%",20.2,5400,13.7,6500,20.2,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarik Cohen","RB",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,49,0,9,0,0,0,0,0,0,0,0,4,36,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"72%",0,"0%",9,"36%",12.9,4800,8.9,6300,12.9,8.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Gabriel","WR",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"92%",0,"0%",0,"0%",4.4,3900,3.4,5100,4.4,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Shaheen","TE",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"46%",0,"0%",3,"12%",1.6,2700,1.1,4000,1.6,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Miller","WR",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"21%",0,"0%",3,"12%",0,4300,0,5700,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Javon Wims","WR",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"28%",0,"0%",0,"0%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordarrelle Patterson","WR",2019,1,"CHI","GNB",2019-09-05,"201909050chi","H","",3,10,-3.5,47,25.25,7,"outdoors","grass","65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,1,-2,0,-2,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"28%",0,"0%",17,"68%",1.1,3600,0.6,4500,1.1,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marcus Mariota","QB",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,24,14,248,3,0,75,133.3,4,32,3,24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"97%",0,"0%",0,"0%",24.32,5200,24.32,6500,24.32,24.32,24.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derrick Henry","RB",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,19,84,1,18,2,1,75,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"61%",0,"0%",0,"0%",28.9,5900,28.4,6800,28.9,28.4,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonnu Smith","TE",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,1,10,0,10,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"63%",0,"0%",0,"0%",2.7,2700,2.2,4000,2.7,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dion Lewis","RB",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,3,7,0,6,4,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"41%",0,"0%",0,"0%",4.3,4700,2.8,5600,4.3,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJ Brown","WR",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,100,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"42%",0,"0%",0,"0%",16,3500,11.5,5100,16,11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delanie Walker","TE",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,55,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"46%",0,"0%",0,"0%",22.5,3500,20,5400,22.5,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Humphries","WR",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"34%",0,"0%",6,"19%",1.5,4000,1,5200,1.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corey Davis","WR",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"73%",0,"0%",0,"0%",0,4900,0,6200,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MyCole Pruitt","TE",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"58%",0,"0%",4,"13%",0,2500,0,4000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajae Sharpe","WR",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"49%",0,"0%",0,"0%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Tannehill","QB",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,2,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"3%",0,"0%",0,"0%",-0.2,4400,-0.2,6000,-0.2,-0.2,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darius Jennings","WR",2019,1,"TEN","CLE",2019-09-08,"201909080cle","A","",43,13,5.5,44,19.25,-30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,17,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"8%",0,"0%",14,"44%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baker Mayfield","QB",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,38,25,285,1,3,35,64,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,"100%",0,"0%",0,"0%",12.4,6400,12.4,7900,9.4,9.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nick Chubb","RB",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,17,75,0,15,4,3,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"70%",0,"0%",0,"0%",11.5,6400,10,7400,11.5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D'Ernest Johnson","RB",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,1,13,0,13,2,2,23,0,12,0,0,0,1,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"13%",0,"0%",10,"31%",5.6,3000,4.6,4500,5.6,4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarvis Landry","WR",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,1,10,0,10,7,4,67,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,"100%",0,"0%",3,"9%",11.7,5600,9.7,6300,11.7,9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dontrell Hilliard","RB",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,1,4,1,4,2,1,14,0,14,0,0,0,3,80,0,32,26.7,1,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"17%",0,"0%",13,"41%",8.8,3000,8.3,4800,8.8,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odell Beckham","WR",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,71,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,"100%",0,"0%",0,"0%",14.1,8100,10.6,8200,14.1,10.6,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashard Higgins","WR",2019,1,"CLE","TEN",2019-09-08,"201909080cle","H","",13,43,-5.5,44,24.75,30,"outdoors","grass","71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,46,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"44%",0,"0%",0,"0%",6.6,3200,5.6,4500,6.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
