"Player","Pos","Year","Week","Team","Opponent Abbrev","Date","Game ID","H/A","OT","Team Score","Opponent Score","Spread","Over/Under","Implied Points","Actual Margin","Indoor/Outdoor","Surface","Weather","Temperature","Wind","Pass Att","Pass Cmp","Pass Yds","Pass TD","Pass Int","Pass Lng","Pass Rate","Pass Sk","Pass Sk Yds","Rush Att","Rush Yds","Rush TD","Rush Lng","Rec Tgt","Rec Rec","Rec Yds","Rec TD","Rec Lng","Fmb","FL","2PT","Kick Ret","Kick Yds","Kick TD","Kick Lng","Kick YPR","Punt Ret","Punt Yds","Punt TD","Punt Lng","Punt YPR","Short L Tgt","Short L Ctch","Short L Yds","Short L TD","Short M Tgt","Short M Ctch","Short M Yds","Short M TD","Short R Tgt","Short R Ctch","Short R Yds","Short R TD","Deep L Tgt","Deep L Ctch","Deep L Yds","Deep L TD","Deep M Tgt","Deep M Ctch","Deep M Yds","Deep M TD","Deep R Tgt","Deep R Ctch","Deep R Yds","Deep R TD","No Dir Tgt","No Dir Ctch","No Dir Yds","No Dir TD","Off Num","Off Pct","Def Num","Def Pct","ST Num","ST Pct","DKP","DKSalary","FDP","FDSalary","DK_Total_FP","FD_Total_FP","YH_Total_FP","Sk","Int","Int TD","FF","FR","Fum TD","QBHits","TFL","Oppt Int TD","Oppt Fum TD","Oppt Punt TD","Oppt Kick TD","FGM","FGA","FG 0-19","FG 20-29","FG 30-39","FG 40-49","FG 50+","XPM","XPA","Pnt","Yds","Y/P"
"Kenny Britt","WR",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,54,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,4,1,11,1,2,1,38,0,1,0,0,0,1,0,0,0,0,0,0,0,52,"68%",0,"0%",1,"3%",14.4,4100,12.9,5400,14.4,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seth Devalve","TE",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,29,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,43,"56%",0,"0%",16,"47%",NA,NA,NA,NA,4.9,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Leslie","WR",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0,0,21,"27%",0,"0%",19,"56%",3.6,0,3.1,0,3.6,3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Njoku","TE",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"39%",0,"0%",15,"44%",9.2,2800,8.2,4500,9.2,8.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kasen Williams","WR",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"26%",0,"0%",6,"18%",2,3000,1.5,4500,2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricardo Louis","WR",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,"74%",0,"0%",6,"18%",2,3000,1.5,4500,2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashard Higgins","WR",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,"68%",0,"0%",0,"0%",3,4000,2,5100,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randall Telfer","TE",2017,3,"CLE","IND",2017-09-24,"201709240clt","A","",28,31,-1,42,21.5,3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"25%",0,"0%",6,"18%",1.4,2500,0.9,4500,1.4,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacoby Brissett","QB",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,24,17,259,1,0,61,120,3,16,5,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"100%",0,"0%",0,"0%",27.76,4800,27.76,6500,27.76,27.76,27.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frank Gore","RB",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,25,57,1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"62%",0,"0%",0,"0%",12.7,4200,12.2,6300,12.7,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Turbin","RB",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,5,18,0,7,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"32%",0,"0%",10,"29%",3,3700,2.5,5000,3,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Jones","RB",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"8%",0,"0%",8,"24%",0.3,0,0.3,4500,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TY Hilton","WR",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,153,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,59,0,0,0,0,0,3,2,69,1,0,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,64,"97%",0,"0%",0,"0%",31.3,5200,24.8,6700,31.3,24.8,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donte Moncrief","WR",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,44,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,1,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,58,"88%",0,"0%",3,"9%",6.4,3800,5.4,5400,6.4,5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quan Bray","WR",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,22,0,0,0,0,0,0,0,0,3,16,0,13,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,33,"50%",0,"0%",16,"47%",3.2,3000,2.7,4500,3.2,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jack Doyle","TE",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,16,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"100%",0,"0%",6,"18%",2.6,3600,0.6,5300,2.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamar Aiken","WR",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"8%",0,"0%",0,"0%",1.9,3300,1.4,4800,1.9,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandon Williams","TE",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"24%",0,"0%",15,"44%",1.7,2500,1.2,4500,1.7,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darrell Daniels","TE",2017,3,"IND","CLE",2017-09-24,"201709240clt","H","",31,28,1,42,20.5,-3,"retractable roof (closed)","fieldturf ","indoors",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"26%",0,"0%",13,"38%",1.6,2500,1.1,4500,1.6,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ben Roethlisberger","QB",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,39,22,235,1,0,25,82.7,3,23,1,6,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"100%",0,"0%",0,"0%",13,6200,12,8000,13,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Le'Veon Bell","RB",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,15,61,1,13,7,6,37,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,32,0,1,1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"97%",0,"0%",0,"0%",21.8,8800,18.8,8700,21.8,18.8,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terrell Watson","RB",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2%",0,"0%",14,"52%",0.3,3000,0.3,4500,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Brown","WR",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,110,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,1,2,2,18,0,4,3,23,0,0,0,0,0,1,1,23,0,4,1,22,0,0,0,0,0,64,"100%",0,"0%",0,"0%",30,9000,22,9000,30,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JuJu Smith-Schuster","WR",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,39,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,0,0,0,0,0,3,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,"80%",0,"0%",3,"11%",5.9,3000,4.9,5000,5.9,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martavis Bryant","WR",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,0,0,0,0,0,0,0,0,4,1,17,0,0,0,0,0,45,"70%",0,"0%",0,"0%",5,5700,4,6500,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jesse James","TE",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"72%",0,"0%",1,"4%",3.9,3300,2.9,5300,3.9,2.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eli Rogers","WR",2017,3,"PIT","CHI",2017-09-24,"201709240chi","A","OT",17,23,-7,43.5,25.25,6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"33%",0,"0%",6,"22%",-1,3600,-2,4700,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Glennon","QB",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,22,15,101,1,1,17,74.2,2,17,3,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"100%",0,"0%",0,"0%",7.44,4700,7.44,6400,6.44,6.44,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Howard","RB",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,23,140,2,19,5,5,26,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,1,4,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"63%",0,"0%",0,"0%",35.4,4900,28.9,6800,35.6,29.1,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarik Cohen","RB",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,12,78,0,36,4,4,24,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"43%",0,"0%",5,"19%",14.2,5600,12.2,5600,14.2,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benny Cunningham","RB",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"8%",0,"0%",18,"67%",5.3,3000,3.8,4800,5.3,3.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zach Miller","TE",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"49%",0,"0%",0,"0%",2.7,3000,2.2,4800,2.7,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deonte Thompson","WR",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,9,0,0,0,3,69,0,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"71%",0,"0%",5,"19%",1.9,3500,1.4,4500,1.9,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Shaheen","TE",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"23%",0,"0%",13,"48%",7.2,2500,6.7,4500,7.2,6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Burton","FB",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"22%",0,"0%",11,"41%",0,3000,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Markus Wheaton","WR",2017,3,"CHI","PIT",2017-09-24,"201709240chi","H","OT",23,17,7,43.5,18.25,-6,"outdoors","grass ","89 degrees, wind 5 mph",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"60%",0,"0%",0,"0%",0,3500,0,4600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drew Brees","QB",2017,3,"NOR","CAR",2017-09-24,"201709240car","A","",34,13,5,46.5,20.75,-21,"outdoors","grass ","82 degrees, wind 6 mph",82,6,29,22,220,3,0,40,131.4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,"100%",0,"0%",0,"0%",20.8,7200,20.8,8400,20.8,20.8,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mark Ingram","RB",2017,3,"NOR","CAR",2017-09-24,"201709240car","A","",34,13,5,46.5,20.75,-21,"outdoors","grass ","82 degrees, wind 6 mph",82,6,0,0,0,0,0,0,0,0,0,14,56,0,15,4,2,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"50%",0,"0%",0,"0%",10.6,4500,9.6,5800,10.6,9.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alvin Kamara","RB",2017,3,"NOR","CAR",2017-09-24,"201709240car","A","",34,13,5,46.5,20.75,-21,"outdoors","grass ","82 degrees, wind 6 mph",82,6,0,0,0,0,0,0,0,0,0,2,37,1,25,5,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,"29%",0,"0%",4,"15%",13.2,4000,11.7,5200,13.2,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian Peterson","RB",2017,3,"NOR","CAR",2017-09-24,"201709240car","A","",34,13,5,46.5,20.75,-21,"outdoors","grass ","82 degrees, wind 6 mph",82,6,0,0,0,0,0,0,0,0,0,9,33,0,11,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"24%",0,"0%",0,"0%",5.7,3900,4.7,5500,5.7,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ted Ginn","WR",2017,3,"NOR","CAR",2017-09-24,"201709240car","A","",34,13,5,46.5,20.75,-21,"outdoors","grass ","82 degrees, wind 6 mph",82,6,0,0,0,0,0,0,0,0,0,1,15,0,15,3,2,44,1,40,0,0,0,0,0,0,0,0,1,12,0,12,12,0,0,0,0,0,0,0,0,1,1,4,0,1,1,40,1,0,0,0,0,1,0,0,0,0,0,0,0,34,"59%",0,"0%",3,"12%",13.9,4100,12.9,5800,13.9,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
