"Player","Pos","Year","Week","Team","Opponent Abbrev","Date","Game ID","H/A","OT","Team Score","Opponent Score","Spread","Over/Under","Implied Points","Actual Margin","Indoor/Outdoor","Surface","Weather","Temperature","Wind","Pass Att","Pass Cmp","Pass Yds","Pass TD","Pass Int","Pass Lng","Pass Rate","Pass Sk","Pass Sk Yds","Rush Att","Rush Yds","Rush TD","Rush Lng","Rec Tgt","Rec Rec","Rec Yds","Rec TD","Rec Lng","Fmb","FL","2PT","Kick Ret","Kick Yds","Kick TD","Kick Lng","Kick YPR","Punt Ret","Punt Yds","Punt TD","Punt Lng","Punt YPR","Short L Tgt","Short L Ctch","Short L Yds","Short L TD","Short M Tgt","Short M Ctch","Short M Yds","Short M TD","Short R Tgt","Short R Ctch","Short R Yds","Short R TD","Deep L Tgt","Deep L Ctch","Deep L Yds","Deep L TD","Deep M Tgt","Deep M Ctch","Deep M Yds","Deep M TD","Deep R Tgt","Deep R Ctch","Deep R Yds","Deep R TD","No Dir Tgt","No Dir Ctch","No Dir Yds","No Dir TD","Off Num","Off Pct","Def Num","Def Pct","ST Num","ST Pct","DKP","DKSalary","FDP","FDSalary","DK_Total_FP","FD_Total_FP","YH_Total_FP","Sk","Int","Int TD","FF","FR","Fum TD","QBHits","TFL","Oppt Int TD","Oppt Fum TD","Oppt Punt TD","Oppt Kick TD","FGM","FGA","FG 0-19","FG 20-29","FG 30-39","FG 40-49","FG 50+","XPM","XPA","Pnt","Yds","Y/P"
"Alex Smith","QB",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,35,28,368,4,0,78,148.6,3,16,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"100%",0,"0%",0,"0%",34.02,5400,31.02,6900,34.02,31.02,31.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kareem Hunt","RB",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,17,148,1,58,5,5,98,2,78,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,0,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,1,1,78,1,0,0,0,0,39,"57%",0,"0%",0,"0%",49.6,5800,43.1,6400,49.6,43.1,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charcandrick West","RB",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,1,21,1,21,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"34%",0,"0%",0,"0%",9.5,4000,9,5000,9.5,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyreek Hill","WR",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,2,5,0,4,8,7,133,1,75,1,0,0,0,0,0,0,0,2,7,0,7,3.5,1,1,14,0,2,2,23,0,3,3,21,0,1,0,0,0,0,0,0,0,1,1,75,1,0,0,0,0,50,"74%",0,"0%",4,"11%",29.8,5700,23.3,6700,29.8,23.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Travis Kelce","TE",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,1,4,0,4,7,5,40,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,0,3,3,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"99%",0,"0%",0,"0%",9.4,5600,6.9,6500,9.4,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De'Anthony Thomas","WR",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,1,4,0,4,1,1,-2,0,-2,0,0,0,4,86,0,31,21.5,2,3,0,3,1.5,0,0,0,0,0,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"12%",0,"0%",31,"82%",1.2,3000,0.7,4500,1.2,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Conley","WR",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,43,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,1,1,25,0,0,0,0,0,1,0,0,0,0,0,0,0,64,"94%",0,"0%",0,"0%",6.3,3300,5.3,5100,6.3,5.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albert Wilson","WR",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,37,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,2,2,12,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"57%",0,"0%",15,"39%",8.7,3200,6.2,4500,8.7,6.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demetrius Harris","TE",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"37%",0,"0%",20,"53%",9.5,2500,8.5,4500,9.5,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ross Travis","TE",2017,1,"KAN","NWE",2017-09-07,"201709070nwe","A","",42,27,8,47.5,19.75,-15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,"12%",0,"0%",0,"0%",0,2500,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tom Brady","QB",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,36,16,267,0,0,54,70,3,20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,"100%",0,"0%",0,"0%",10.68,7600,10.68,8900,10.68,10.68,10.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Gillislee","RB",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,15,45,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"30%",0,"0%",0,"0%",22.5,4800,22.5,6400,22.5,22.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James White","RB",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,10,38,0,10,5,3,30,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"53%",0,"0%",1,"3%",9.8,3900,8.3,5600,9.8,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Hogan","WR",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,3,17,0,13,5,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,73,"90%",0,"0%",1,"3%",3.5,4800,3,6000,3.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rex Burkhead","RB",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,3,15,0,14,3,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"12%",0,"0%",7,"18%",3.3,4400,2.8,5100,3.3,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dion Lewis","RB",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,2,9,0,5,0,0,0,0,0,0,0,0,3,49,0,26,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"7%",0,"0%",7,"18%",0.9,3800,0.9,5400,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danny Amendola","WR",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,100,0,27,1,0,0,0,0,0,0,0,1,8,0,8,8,4,4,68,0,1,1,5,0,1,0,0,0,0,0,0,0,1,1,27,0,0,0,0,0,0,0,0,0,32,"40%",0,"0%",7,"18%",19,4300,13,5800,19,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandin Cooks","WR",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,88,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,15,0,0,0,0,0,3,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"83%",0,"0%",0,"0%",11.8,7700,10.3,7400,11.8,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rob Gronkowski","TE",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,33,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,2,1,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,"96%",0,"0%",0,"0%",5.3,6800,4.3,8000,5.3,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phillip Dorsett","WR",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,"22%",0,"0%",0,"0%",0,3300,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwayne Allen","TE",2017,1,"NWE","KAN",2017-09-07,"201709070nwe","H","",27,42,-8,47.5,27.75,15,"outdoors","fieldturf ","63 degrees, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"33%",0,"0%",9,"24%",0,2700,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derek Carr","QB",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,32,22,262,2,0,25,114.3,2,12,2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"100%",0,"0%",0,"0%",18.68,6700,18.68,7700,18.68,18.68,18.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshawn Lynch","RB",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,18,76,0,14,2,1,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"47%",0,"0%",0,"0%",10.2,5300,9.7,6900,10.2,9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Richard","RB",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,5,22,0,9,1,1,6,0,6,1,0,0,0,0,0,0,0,2,5,0,5,2.5,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"21%",0,"0%",9,"30%",3.8,3900,3.3,5400,3.8,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordarrelle Patterson","WR",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,1,5,0,5,1,1,2,0,2,0,0,0,1,41,0,41,41,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"35%",0,"0%",9,"30%",1.7,3000,1.2,5200,1.7,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeAndre Washington","RB",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,3,4,0,4,2,2,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"24%",0,"0%",10,"33%",4.2,4100,3.2,5200,4.2,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Crabtree","WR",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,83,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,25,0,3,2,23,0,1,1,17,0,0,0,0,0,1,1,18,0,0,0,0,0,48,"73%",0,"0%",0,"0%",14.3,6000,11.3,6900,14.3,11.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amari Cooper","WR",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,62,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,23,0,1,0,0,0,7,4,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,"92%",0,"0%",0,"0%",17.2,7200,14.7,7600,17.2,14.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Cook","TE",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,56,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1,1,11,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"71%",0,"0%",0,"0%",10.6,3300,8.1,4900,10.6,8.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seth Roberts","WR",2017,1,"OAK","TEN",2017-09-10,"201709100oti","A","",26,16,2.5,49.5,23.5,-10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,55,"83%",0,"0%",0,"0%",8.9,3300,8.4,5200,8.9,8.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marcus Mariota","QB",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,41,25,256,0,0,24,78.9,1,1,3,26,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"100%",0,"0%",0,"0%",18.84,6800,18.84,7800,18.84,18.84,18.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeMarco Murray","RB",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,12,44,0,21,2,2,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"73%",0,"0%",0,"0%",8,7400,7,7600,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derrick Henry","RB",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,6,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"28%",0,"0%",0,"0%",2.5,5500,2.5,5800,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delanie Walker","TE",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,76,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,2,2,17,0,3,2,13,0,1,1,23,0,0,0,0,0,2,1,17,0,0,0,0,0,53,"83%",0,"0%",0,"0%",14.6,4300,11.1,6100,14.6,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rishard Matthews","WR",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,71,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,1,1,24,0,4,2,22,0,1,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,53,"83%",0,"0%",0,"0%",12.1,4200,9.6,6100,12.1,9.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corey Davis","WR",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,69,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,3,2,11,0,3,2,22,0,1,0,0,0,0,0,0,0,1,1,23,0,0,0,0,0,42,"66%",0,"0%",0,"0%",12.9,4000,9.9,5500,12.9,9.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taywan Taylor","WR",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"9%",0,"0%",4,"13%",3.4,3600,2.4,4900,3.4,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Decker","WR",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,"94%",0,"0%",0,"0%",4,5000,2.5,6500,4,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonnu Smith","TE",2017,1,"TEN","OAK",2017-09-10,"201709100oti","H","",16,26,-2.5,49.5,26,10,"outdoors","grass ","72 degrees, wind 7 mph",72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"36%",0,"0%",6,"20%",0,2500,0,4500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blake Bortles","QB",2017,1,"JAX","HOU",2017-09-10,"201709100htx","A","",29,7,5.5,38,16.25,-22,"retractable roof (open)","astroturf","indoors",NA,NA,21,11,125,1,0,20,86.4,0,0,3,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"100%",0,"0%",0,"0%",10.3,4800,10.3,7200,10.3,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
